Date,Actual,Basic_nn,Complex_nn,xgb,rf,Baseline
86181,7490.91,7946.938,7928.6504,7855.331,8507.390576445338,7744.986
86182,7292.07,7785.704,7784.357,7660.9224,8214.85686449765,7616.4297
86183,7130.5,7540.048,7586.6562,7415.842,8038.290166002576,7460.1675
86184,6951.93,7298.9053,7273.0513,7211.9966,7933.7897294405475,7081.9927
86185,6746.36,7146.563,7018.728,7005.644,7911.230467244271,6803.0625
86186,6528.59,6992.2754,6822.401,6694.2295,7889.569967793102,6708.0376
86187,6302.6,6825.644,6640.6694,6458.8027,7881.990085272249,6372.192
86188,6177.52,6646.169,6490.6035,6370.297,7881.990085272249,6122.222
86189,6064.28,6553.6914,6378.4165,6240.3887,7879.179163701813,6020.9805
86190,6026.09,6484.8394,6319.756,6199.8633,7879.179163701813,6042.2324
86191,6010.92,6481.659,6304.5312,6229.6025,7879.179163701813,6111.2036
86192,6063.54,6521.6255,6320.6704,6259.1313,7879.179163701813,6124.95
86193,6058.15,6750.7856,6394.3735,6276.054,7884.710218169327,6274.474
86194,6191.25,6779.242,6414.516,6356.2104,7884.710218169327,6295.2383
86195,6330.44,6847.185,6494.58,6512.5215,7884.710218169327,6429.6636
86196,6530.91,6982.392,6657.9297,6695.2593,7890.852546809087,6625.1094
86197,6852.75,7173.409,6915.8237,7032.723,7907.9867391694015,6919.3
86198,7206.15,7414.164,7266.1846,7448.7617,7907.9867391694015,7286.4634
86199,7530.46,7662.459,7647.465,7752.2295,7955.641634927097,7623.814
86200,7775.96,7906.407,7977.058,8124.8857,8204.67614153884,7976.745
86201,7896.32,8157.1187,8238.392,8268.285,8247.255248319487,8333.595
86202,8000.609999999999,8284.155,8344.06,8446.878,8471.768051158153,8505.476
86203,8002.48,8459.1455,8477.336,8435.475,8722.173943111746,8652.113
86204,7995.14,8486.417,8521.698,8387.136,8758.891207643912,8703.047
86205,7956.5,8495.025,8556.887,8394.895,8857.355906754909,8672.776
86206,7913.89,8505.879,8577.479,8425.902,8901.99309077408,8712.574
86207,7899.66,8472.538,8575.272,8321.577,8880.147483701192,8733.475
86208,7816.56,8417.641,8548.159,8362.492,8873.367306720193,8711.927
86209,7779.56,8406.001,8522.085,8307.855,8842.833601170516,8707.92
86210,7732.75,8346.57,8455.805,8272.969,8777.51464021969,8721.136
86211,7691.95,8332.677,8450.899,8223.637,8821.231634171849,8765.067
86212,7724.62,8349.041,8460.835,8274.148,8814.998100561588,8750.166
86213,7773.62,8374.843,8479.665,8256.6,8730.124838825921,8692.703
86214,7829.24,8368.393,8487.178,8286.224,8769.404388171444,8704.723
86215,7901.53,8378.725,8481.803,8299.944,8781.967501767655,8723.261
86216,7896.73,8448.7705,8475.908,8358.57,8848.554302994047,8739.5205
86217,8015.38,8414.272,8402.46,8356.181,8848.611494706447,8706.995
86218,8035.49,8489.642,8422.318,8361.445,8864.022450147295,8718.98
86219,7899.25,8585.604,8447.174,8513.028,8866.439275333245,8731.575
86220,7871.62,8658.7705,8458.215,8489.98,8838.650274379752,8781.697
86221,7761.86,8568.014,8453.138,8523.948,8774.49759242318,8730.874
86222,7908.83,8442.202,8474.332,8555.672,8628.029737521198,8669.078
86223,8011.32,8360.815,8496.565,8541.641,8705.274017465914,8533.466
86224,7835.43,8341.554,8497.364,8391.766,8832.395059076747,8411.681
86225,7662.94,8215.884,8380.128,8214.76,8661.384772540167,8215.038
86226,7541.46,8036.612,8185.1025,8132.664,8672.237981051334,7976.0547
86227,7401.58,7936.0386,8073.814,7847.7285,8694.026443048338,7918.412
86228,7343.73,7825.2812,7942.1826,7866.5376,8536.077615108587,7724.827
86229,7096.93,7793.964,7837.677,7606.958,8263.232838628384,7655.302
86230,6912.599999999999,7604.9062,7665.4585,7441.811,8108.157787252619,7540.532
86231,6763.37,7391.631,7463.691,7246.338,8028.411266866121,7377.8545
86232,6647.430000000001,7226.347,7072.5137,7106.9,7927.600897189102,7064.082
86233,6516.18,7149.268,6899.9365,6974.422,7911.230467244271,7013.033
86234,6299.169999999999,6981.5835,6789.357,6726.9004,7889.569967793102,6557.0537
86235,6128.59,6820.459,6633.116,6523.4185,7881.990085272249,6338.9585
86236,6028.35,6638.673,6504.465,6406.2915,7881.990085272249,6239.2173
86237,5958.3,6535.646,6433.582,6357.164,7879.179163701813,5929.511
86238,6002.35,6524.886,6404.6255,6375.2427,7879.179163701813,6021.765
86239,6074.42,6504.568,6432.7104,6419.545,7879.179163701813,6201.1025
86240,6288.89,6648.105,6522.9272,6683.226,7879.179163701813,6324.132
86241,6474.6,7288.06,6816.031,6918.0073,7884.710218169327,7011.0713
86242,7037.19,7423.9834,7056.226,7373.9536,7884.710218169327,7167.5034
86243,7472.81,7726.1235,7537.295,7926.36,7893.313520230521,7500.731
86244,7831.14,8151.1675,8145.681,8328.302,7939.400282633616,7934.9194
86245,8273.23,8616.313,8593.388,8718.261,8046.517313188787,8451.179
86246,8483.84,9069.778,8889.895,8908.901,8174.644220923048,8937.644
86247,8642.09,9282.008,9036.233,9242.967,8420.109430451925,9223.002
86248,8832.59,9400.557,9147.243,9500.029,8676.639024246922,9425.349
86249,8886.34,9559.398,9331.292,9660.096,8757.965363366686,9597.041
86250,8953.04,9630.172,9462.375,9846.974,8908.068361392874,9680.941
86251,8895.42,9693.454,9521.977,9922.66,9012.112763671938,9741.188
86252,8814.05,9702.556,9524.555,9984.17,9109.314994544438,9781.815
86253,8859.51,9724.774,9544.331,10091.961,9294.154726891577,9821.113
86254,8790.49,9823.411,9628.039,10030.971,9362.21537242755,9888.082
86255,8710.35,9875.513,9683.148,10118.418,9377.359655757557,9910.098
86256,8742.52,9829.069,9662.116,10069.428,9431.192303131324,9895.221
86257,8710.06,9783.171,9652.497,10044.669,9417.547481585036,9901.361
86258,8741.63,9767.701,9635.733,10071.471,9431.192303131324,9914.873
86259,8719.3,9748.706,9634.928,10125.559,9431.192303131324,9915.358
86260,8696.34,9740.613,9635.622,10127.391,9424.321722102482,9876.793
86261,8682.23,9762.981,9631.463,10117.131,9471.715835259914,9799.89
86262,8627.67,9845.056,9670.721,10092.879,9471.715835259914,9785.396
86263,8681.53,9876.858,9667.666,10055.17,9484.43974124179,9800.623
86264,8636.14,9874.878,9627.998,9962.185,9523.200084016977,9797.656
86265,8621.97,9835.377,9577.83,9901.987,9523.200084016977,9794.645
86266,8563.8,9834.987,9526.27,9692.778,9513.390117855326,9792.669
86267,8468.08,9772.036,9384.59,9651.879,9523.428584893529,9716.817
86268,8342.91,9778.188,9282.983,9630.627,9488.708478916653,9729.241
86269,8272.79,9680.013,9187.5625,9582.19,9492.664421870428,9613.469
86270,8341.97,9519.296,9103.48,9493.084,9481.548049607818,9472.264
86271,8454.18,9491.883,9160.752,9365.28,9437.347616514324,9330.73
86272,8254.6,9479.931,9174.247,9107.22,9399.32950547248,9212.977
86273,8063.37,9315.112,9020.507,8748.338,9364.319090742514,8991.551
86274,8074.3,9022.088,8730.302,8698.108,9340.952593325195,8658.827
86275,7929.98,8860.738,8558.691,8495.703,9183.20053983255,8450.119
86276,7933.95,8604.885,8316.249,8425.159,8834.615216917915,8177.884
86277,7815.05,8471.601,8117.4434,8262.557,8580.973251664527,8081.266
86278,7651.3,8254.924,7913.548,8130.567,8510.889469096363,7915.982
86279,7476.88,8001.9644,7699.313,7966.0825,8401.325525555165,7756.3936
86280,7309.12,7779.892,7510.565,7739.646,8142.667628743346,7413.0244
86281,7082.17,7646.257,7350.9585,7501.3022,7983.899388143615,7237.588
86282,6784.33,7444.255,7185.4805,7159.938,7894.739940413614,7007.236
86283,6514.87,7194.029,6976.523,6940.2974,7887.160057892761,6662.3086
86284,6316.38,6949.3823,6806.322,6737.5923,7881.990085272249,6379.158
86285,6238.25,6842.4033,6698.052,6640.3687,7879.179163701813,6291.357
86286,6218.39,6742.0864,6630.421,6611.545,7879.179163701813,6261.368
86287,6258.9,6739.327,6639.912,6642.9253,7879.179163701813,6286.2173
86288,6383.17,6823.475,6738.522,6891.772,7879.179163701813,6579.8623
86289,6629.18,7243.6367,7064.022,7135.469,7884.710218169327,7113.461
86290,7124.8,7453.498,7355.382,7720.861,7884.710218169327,7334.9614
86291,7504.72,7944.293,7971.533,8217.257,7893.313520230521,7788.911
86292,7818.03,8605.529,8629.392,8606.863,7939.400282633616,8359.106
86293,8214.79,9190.41,9030.783,8937.005,8239.652263083832,8951.713
86294,8477.55,9677.0205,9302.385,9172.005,8505.078072494729,9434.799
86295,8635.2,9815.967,9439.559,9417.09,8637.187019376397,9690.793
86296,8830.08,9854.15,9537.044,9707.925,8942.957849336435,9831.669
86297,8908.15,9919.02,9680.17,9867.337,9082.98760334011,9928.666
86298,8996.45,9933.269,9778.623,10134.005,9288.164658961725,9980.532
86299,9057.71,10031.662,9866.514,10093.134,9390.110194176126,10004.509
86300,9028.99,10101.12,9908.805,10190.796,9436.953604437314,10036.666
86301,9049.88,10126.999,9901.331,10300.257,9560.130904371825,10063.531
86302,9104.0,10136.472,9912.901,10304.996,9604.453008878318,10122.373
86303,9067.62,10110.902,9919.366,10405.688,9638.413171802156,10161.847
86304,9056.06,10119.04,9911.372,10365.833,9645.586182325416,10183.946
86305,9096.56,10145.91,9913.484,10485.217,9645.586182325416,10178.299
86306,9131.08,10153.834,9926.321,10525.562,9645.586182325416,10181.462
86307,9125.28,10187.372,9935.628,10522.338,9645.586182325416,10157.273
86308,9155.2,10199.311,9929.761,10491.192,9637.938511016908,10119.213
86309,9186.66,10149.683,9886.368,10514.1045,9645.586182325416,10072.13
86310,9213.57,10138.454,9891.119,10512.887,9645.586182325416,10038.233
86311,9207.27,10128.93,9867.907,10515.802,9645.586182325416,10012.362
86312,9130.7,10134.688,9823.422,10338.976,9645.586182325416,9975.381
86313,9113.25,10091.575,9744.307,10249.497,9645.586182325416,9925.19
86314,8971.86,10022.961,9625.422,9943.371,9635.77621616377,9877.264
86315,8859.95,9823.905,9378.259,9763.602,9633.48948427712,9693.282
86316,8645.03,9670.55,9178.143,9537.618,9625.761942426772,9583.342
86317,8493.78,9410.936,8987.715,9501.017,9555.63375557894,9380.107
86318,8560.92,9226.013,8895.499,9479.734,9540.101310462063,9207.477
86319,8717.56,9182.09,8916.674,9327.504,9514.349738584477,9088.851
86320,8570.14,9167.675,8924.25,9022.106,9488.740448059734,8965.317
86321,8364.08,9017.916,8814.3125,8731.727,9447.85963638157,8742.886
86322,8358.88,8717.149,8587.544,8654.85,9404.624825336845,8438.346
86323,8173.38,8627.591,8496.443,8451.475,9348.800739955444,8291.45
86324,8141.36,8405.26,8312.797,8452.287,9023.879973338822,8078.506
86325,8005.51,8348.696,8196.476,8289.008,8624.586236723462,8025.3936
86326,7765.34,8209.689,8059.758,8154.3164,8510.889469096363,7903.394
86327,7584.75,7986.237,7875.019,8000.3228,8418.831957095052,7770.349
86328,7457.56,7740.283,7645.818,7758.948,8183.73636111146,7411.605
86329,7221.1,7591.187,7471.4697,7586.8716,7945.46029704903,7219.096
86330,6899.069999999999,7377.551,7296.838,7241.926,7894.739940413614,6966.2925
86331,6653.66,7142.4595,7086.426,6888.6436,7881.990085272249,6624.39
86332,6491.51,6880.362,6874.625,6647.666,7881.990085272249,6338.359
86333,6390.42,6757.414,6719.024,6533.9497,7879.179163701813,6235.4683
86334,6265.81,6660.5693,6633.888,6521.382,7879.179163701813,6183.3223
86335,6305.73,6656.066,6622.7686,6550.245,7879.179163701813,6199.9404
86336,6503.58,6742.7314,6716.183,6636.046,7879.179163701813,6496.068
86337,6721.31,7149.5757,7022.912,6918.2217,7884.710218169327,7034.9873
86338,7234.97,7363.7856,7323.2305,7335.3447,7893.313520230521,7257.4175
86339,7667.08,7855.5537,7935.5063,7838.5537,7924.583535695228,7747.262
86340,8028.34,8471.049,8539.674,8256.573,7939.400282633616,8303.146
86341,8418.28,9038.138,8936.418,8772.459,8239.652263083832,8888.261
86342,8672.72,9516.591,9213.676,9058.406,8561.977609103204,9370.449
86343,8820.19,9678.121,9379.3,9400.842,8670.246204578085,9625.406
86344,9140.89,9729.803,9487.834,9795.296,8929.355808619388,9774.191
86345,9252.4,9859.268,9659.71,10013.014,9078.968209697166,9902.443
86346,9326.41,9936.605,9769.597,10099.95,9301.86873142102,9991.1
86347,9419.97,10038.771,9819.676,10198.504,9390.12777375858,10010.163
86348,9429.88,10058.485,9829.401,10231.073,9444.441506886456,10028.69
86349,9361.47,10080.211,9860.932,10284.132,9552.483233063313,10093.834
86350,9440.05,10031.896,9811.616,10376.201,9604.453008878318,10093.63
86351,9401.53,10077.7705,9888.761,10393.632,9638.413171802156,10168.575
86352,9411.830000000002,10094.528,9879.308,10408.835,9645.586182325416,10192.148
86353,9418.360000000002,10136.052,9894.289,10454.233,9645.586182325416,10182.435
86354,9409.65,10178.091,9895.083,10469.16,9645.586182325416,10204.303
86355,9408.5,10205.843,9901.509,10414.736,9645.586182325416,10191.247
86356,9417.36,10199.933,9899.345,10386.7295,9645.586182325416,10158.464
86357,9400.7,10142.04,9873.125,10385.307,9645.586182325416,10095.574
86358,9420.58,10163.542,9893.676,10485.815,9645.586182325416,10068.082
86359,9425.64,10189.619,9885.977,10427.266,9645.586182325416,10072.219
86360,9387.78,10179.533,9832.339,10307.234,9645.586182325416,10015.99
86361,9350.03,10099.128,9728.69,10262.921,9639.63181291688,9911.0
86362,9078.049999999996,9984.128,9599.631,9976.02,9635.77621616377,9840.533
86363,8964.67,9748.648,9370.497,9863.501,9637.858640475068,9672.555
86364,8727.84,9618.703,9193.992,9747.933,9623.280780815792,9574.677
86365,8600.81,9405.87,9020.898,9614.196,9623.280780815792,9400.258
86366,8647.73,9223.105,8921.254,9547.922,9607.748335698916,9235.875
86367,8821.2,9197.737,8947.62,9462.949,9607.748335698916,9113.21
86368,8662.82,9211.408,8976.716,9124.541,9601.606007059156,9015.516
86369,8437.69,8990.493,8841.468,8920.2,9533.051189340298,8763.783
86370,8452.03,8662.26,8641.317,8800.41,9466.19593429273,8475.19
86371,8257.88,8564.797,8559.275,8601.81,9409.544204825384,8318.941
86372,8219.9,8363.434,8392.014,8488.21,9312.39186405714,8034.899
86373,8071.55,8308.268,8266.761,8293.562,9048.5081636285,7955.977
86374,7892.44,8132.088,8097.7324,8106.1484,8619.613728944514,7838.5474
86375,7706.32,7869.0283,7904.587,7915.509,8438.354625930084,7717.6597
86376,7531.92,7635.1104,7641.1064,7763.6987,8142.667628743346,7340.69
86377,7285.75,7513.0254,7474.2075,7494.8926,7983.899388143615,7147.3906
86378,6988.65,7312.2896,7299.3096,7153.232,7894.739940413614,6920.679
86379,6711.59,7090.016,7094.155,6881.7744,7887.160057892761,6544.206
86380,6540.52,6832.5415,6869.8394,6645.4453,7881.990085272249,6270.392
86381,6226.4,6720.145,6716.7935,6535.671,7879.179163701813,6150.7837
86382,6106.01,6628.2964,6633.6177,6521.679,7879.179163701813,6126.221
86383,6174.38,6630.1763,6640.912,6580.0967,7879.179163701813,6229.5625
86384,6659.3,6720.3545,6736.694,6741.419,7879.179163701813,6567.044
86385,6850.84,7134.487,7058.1133,7019.6953,7884.710218169327,7118.0522
86386,7237.6,7365.5894,7371.007,7600.257,7884.710218169327,7355.988
86387,7625.57,7824.6543,7913.2773,8082.551,7893.313520230521,7820.5186
86388,7951.15,8442.039,8492.543,8386.396,7944.229023973941,8369.16
86389,8322.68,9044.895,8919.1875,8824.437,8244.481004424157,8966.237
86390,8375.77,9538.417,9233.55,9015.998,8572.381554620275,9432.539
86391,8535.33,9701.852,9402.468,9376.44,8745.096137545337,9687.601
86392,9052.81,9767.379,9522.5,9791.033,8963.00834352954,9844.075
86393,9284.71,9857.845,9651.105,10046.146,9122.248604325818,9939.896
86394,9382.74,9903.343,9748.928,10102.109,9368.359680295896,10006.558
86395,9414.29,10007.335,9811.724,10251.037,9446.51349937742,10085.763
86396,9395.24,10133.237,9865.159,10311.404,9474.339006360253,10161.782
86397,9446.03,10231.742,9897.298,10354.963,9578.11911041829,10229.074
86398,9492.09,10289.518,9941.436,10356.716,9611.261391973008,10294.139
86399,9417.24,10281.624,9970.003,10278.245,9650.775250908442,10296.103
86400,9462.73,10244.542,9959.961,10334.077,9664.090590071464,10287.398
86401,9571.0,10266.073,9997.7295,10295.313,9663.90263084024,10401.326
86402,9678.82,10384.78,10055.149,10320.778,9661.480413074974,10425.255
86403,9752.48,10460.729,10061.48,10267.798,9657.948261431706,10357.285
86404,9795.83,10421.629,10029.416,10234.098,9658.26045729304,10349.688
86405,9902.1,10361.327,9983.174,10184.819,9658.97579584696,10204.821
86406,9983.670000000002,10374.746,10002.161,10165.478,9658.97579584696,10105.516
86407,10022.04,10331.848,9965.969,10142.596,9658.97579584696,10027.686
86408,9852.85,10265.732,9922.984,9933.865,9657.470453178208,9957.6045
86409,9692.01,10117.747,9805.643,9902.868,9651.328124538448,9915.892
86410,9377.38,10089.223,9699.961,9675.714,9670.15561879874,9837.1455
86411,9160.68,9963.3545,9494.129,9605.652,9658.97579584696,9686.318
86412,8884.48,9831.826,9321.06,9455.873,9658.97579584696,9636.895
86413,8762.61,9648.376,9189.397,9393.019,9651.328124538448,9445.999
86414,8779.73,9485.728,9110.744,9386.774,9658.97579584696,9266.757
86415,8803.41,9431.705,9132.698,9316.032,9658.97579584696,9136.76
86416,8581.93,9403.104,9151.703,9021.768,9651.328124538448,9055.804
86417,8344.19,9135.838,9011.269,8782.269,9636.37224772015,8852.907
86418,8337.73,8797.529,8793.438,8726.616,9539.317108548328,8606.149
86419,8159.43,8657.517,8675.535,8575.909,9522.843940386629,8458.69
86420,8183.59,8417.851,8491.383,8469.028,9441.882009515675,8233.93
86421,7990.73,8326.655,8346.629,8367.388,9281.425436896909,8151.337
86422,7710.7,8138.724,8174.6235,8242.22,9016.136601250577,8005.602
86423,7536.48,7899.552,7995.0693,7994.545,8600.726628097533,7893.58
86424,7323.849999999999,7631.8984,7752.276,7796.8374,8237.892782891102,7471.9985
86425,7106.37,7463.2495,7564.74,7555.144,7976.899673776993,7263.7437
86426,6790.73,7275.759,7384.5293,7200.969,7922.468183578132,7046.63
86427,6491.88,7041.9883,7154.437,6953.715,7918.090259035789,6702.672
86428,6345.46,6816.2666,6960.147,6736.0483,7965.06788894411,6428.817
86429,6261.84,6710.971,6812.68,6648.1543,7906.676035404157,6331.0015
86430,6231.54,6626.3413,6727.3105,6633.6084,7900.428137049489,6280.1426
86431,6266.55,6637.3667,6728.1763,6674.8374,7895.258164428977,6326.8647
86432,6393.26,6720.9043,6804.8364,6832.6094,7895.258164428977,6483.429
86433,6521.25,7113.727,7073.031,7151.301,7900.789218896491,6924.404
86434,6874.84,7324.471,7319.9873,7697.521,7909.392520957685,7184.066
86435,7223.34,7796.2295,7831.9966,8346.611,7964.973452927202,7664.707
86436,7522.5,8424.449,8387.973,8598.784,8043.147017099704,8243.03
86437,7857.72,8942.016,8737.885,8860.483,8258.701081037701,8747.431
86438,8182.68,9435.135,9050.819,9158.883,8577.046982846372,9171.082
86439,8310.38,9646.633,9264.564,9517.693,8719.259608158975,9445.673
86440,8552.06,9744.808,9411.592,9678.21,8960.968581275152,9610.421
86441,8786.4,9839.791,9567.227,9840.816,9091.728033427304,9724.924
86442,8836.05,9855.557,9663.092,9911.697,9315.928081032887,9786.851
86443,8844.94,9949.336,9748.57,9985.995,9401.66402697584,9869.581
86444,8801.08,9917.193,9717.435,10071.61,9449.268304577128,9880.544
86445,8824.74,9905.974,9719.88,10073.7,9545.419146515464,9887.673
86446,8776.08,10023.4,9799.038,10012.975,9620.13301508016,9969.518
86447,8698.47,10035.606,9813.294,9911.943,9641.78007846939,10024.553
86448,8637.95,10031.674,9800.258,10012.194,9650.987526408102,10033.793
86449,8581.53,10040.453,9789.855,9879.383,9644.845197768343,10025.243
86450,8582.74,10000.286,9753.584,9757.475,9633.48948427712,10011.922
86451,8570.41,9928.6875,9664.644,9708.928,9622.309661325344,9900.238
86452,8496.21,9822.963,9598.1,9697.639,9620.804318656594,9784.63
86453,8497.69,9698.189,9533.88,9728.066,9631.835931633892,9693.198
86454,8494.3,9638.671,9483.194,9759.242,9631.835931633892,9620.22
86455,8505.5,9577.579,9417.225,9860.5,9615.516902222602,9578.249
86456,8449.48,9578.534,9377.032,9844.821,9602.581101362512,9551.077
86457,8363.05,9559.254,9300.018,9791.596,9609.806201769674,9568.573
86458,8065.73,9574.233,9205.315,9628.511,9600.00066364643,9605.428
86459,7875.63,9441.858,8979.339,9597.809,9599.795217939443,9540.855
86460,7727.85,9322.997,8820.458,9482.801,9573.649296877917,9495.645
86461,7589.99,9102.963,8717.177,9433.705,9468.23846013839,9293.289
86462,7659.52,8932.294,8719.232,9409.717,9470.837110158647,9186.67
86463,7815.56,8858.631,8748.366,9239.377,9502.62664626243,9033.498
86464,7755.39,8860.411,8766.135,9041.344,9477.017355737691,8918.428
86465,7651.77,8708.389,8612.919,8703.676,9420.313417702542,8697.426
86466,7825.600000000001,8480.961,8372.65,8682.916,9372.326665030492,8395.472
86467,7777.42,8400.99,8274.655,8559.182,9284.52887619264,8302.281
86468,7850.93,8279.982,8140.193,8593.746,8983.003337978085,8154.9263
86469,7730.97,8260.524,8050.7925,8411.242,8666.565004101281,8161.683
86470,7538.29,8147.3325,7941.157,8302.964,8519.712345629277,8058.644
86471,7358.22,7923.525,7766.0835,8095.4414,8377.982799198659,7904.7065
86472,7141.33,7686.311,7588.647,7837.6733,8239.516330900778,7542.3677
86473,6870.62,7480.148,7385.913,7451.4585,8092.766469786514,7357.9507
86474,6557.8,7304.4165,7147.3174,7214.329,7939.428647289426,6987.6294
86475,6237.94,7041.369,6908.191,6862.196,7905.266606272324,6632.163
86476,6024.32,6834.2915,6704.769,6576.883,7905.266606272324,6463.269
86477,5871.85,6727.1816,6565.477,6460.733,7902.455684701888,6460.043
86478,5786.53,6642.007,6490.9146,6382.8604,7902.455684701888,6297.7397
86479,5751.73,6588.826,6457.8604,6311.9277,7902.455684701888,6137.811
86480,5788.46,6598.102,6481.648,6374.03,7902.455684701888,6352.825
86481,5770.23,6801.6206,6593.483,6442.5703,7907.9867391694015,6489.3623
86482,5889.09,6888.463,6638.355,6591.281,7907.9867391694015,6627.49
86483,6084.96,7086.145,6796.5776,6772.3354,7907.9867391694015,6928.384
86484,6314.61,7366.56,7031.896,7056.558,7907.9867391694015,7241.3955
86485,6624.32,7678.419,7296.3105,7445.2407,8021.998992918619,7593.005
86486,6938.78,8016.7324,7613.696,7882.1333,8021.998992918619,7976.5103
86487,7171.48,8283.995,7945.053,8265.452,8159.910340037023,8259.747
86488,7448.74,8517.254,8240.035,8577.873,8404.272803243044,8457.983
86489,7513.82,8769.203,8506.342,8735.908,8668.593523671883,8654.453
86490,7649.32,8803.39,8605.566,8854.312,8847.544854009046,8753.6875
86491,7660.83,8876.76,8705.111,8927.833,8916.539205358737,8871.146
86492,7652.79,8829.1875,8725.933,8952.525,9028.716760652538,8883.698
86493,7645.16,8806.166,8747.192,8884.31,9114.847361440976,8864.634
86494,7621.71,8799.883,8758.752,8830.999,9202.369912333996,8809.601
86495,7562.61,8762.547,8733.589,8770.288,9203.21330132677,8771.909
86496,7466.48,8701.599,8686.607,8708.308,9210.386311850032,8744.308
86497,7416.44,8705.734,8675.232,8685.455,9173.203198486726,8753.44
86498,7399.97,8657.848,8634.763,8681.799,9159.661232058896,8744.166
86499,7439.94,8631.166,8592.054,8721.351,9145.652959943647,8708.501
86500,7491.72,8553.445,8542.204,8690.74,9122.535865877311,8683.346
86501,7582.030000000001,8585.386,8551.033,8602.77,9154.802136378225,8718.786
86502,7679.559999999999,8677.332,8558.041,8657.101,9159.740800744856,8721.021
86503,7730.97,8744.247,8522.939,8594.134,9108.484065721248,8634.585
86504,7748.53,8680.728,8459.539,8588.343,9119.578819580584,8635.614
86505,7792.88,8552.195,8346.519,8583.604,9114.408846960072,8610.083
86506,7769.18,8572.096,8280.626,8538.473,9104.598880798423,8600.782
86507,7686.79,8480.7705,8186.42,8555.774,9057.464448797988,8592.941
86508,7690.13,8393.887,8137.889,8531.815,8969.126780846174,8567.855
86509,7643.39,8277.354,8115.0103,8546.852,8878.469681924098,8432.947
86510,7691.86,8150.9004,8084.479,8474.233,8788.279448408344,8328.163
86511,7913.18,8104.2363,8117.859,8371.87,8762.417073554965,8204.397
86512,7913.93,8134.5596,8178.9165,8258.015,8727.256875923542,8143.55
86513,7830.92,8037.4707,8084.014,8087.765,8797.1901385041,8032.3696
86514,7818.18,7922.474,7938.4595,8076.533,8601.524735455367,7915.5303
86515,7704.04,7863.6978,7833.4966,7953.0186,8589.213743840552,7853.6523
86516,7600.41,7769.451,7713.929,7899.7236,8463.582450079974,7725.025
86517,7330.45,7745.841,7635.3447,7718.973,8235.93679487599,7722.998
86518,7084.12,7631.2783,7506.6553,7483.591,8131.434308252693,7615.6973
86519,6889.6,7440.578,7340.282,7344.357,8051.687787866195,7488.1562
86520,6738.689999999999,7235.542,7135.1553,7169.4727,7950.877418189177,7072.7637
86521,6527.42,7090.2017,6898.9272,6988.8545,7934.506988244345,6701.973
86522,6273.82,6934.981,6698.0166,6731.4136,7912.846488793177,6579.247
86523,6089.680000000001,6764.905,6518.9556,6470.7983,7905.266606272324,6250.1123
86524,5960.58,6597.011,6383.269,6295.983,7905.266606272324,6009.801
86525,5856.78,6504.0146,6287.784,6222.9014,7902.455684701888,5890.3457
86526,5835.59,6440.6963,6239.39,6182.809,7890.358986653591,5915.1787
86527,5840.12,6435.3823,6223.575,6188.689,7890.358986653591,6025.682
86528,5880.34,6478.2017,6242.0327,6187.405,7879.179163701813,5946.042
86529,5887.42,6690.532,6311.3296,6198.5625,7884.710218169327,6174.935
86530,5914.26,6720.0557,6334.58,6216.9106,7884.710218169327,6201.6436
86531,6009.45,6784.2173,6407.6724,6368.508,7884.710218169327,6338.5044
86532,6283.77,6885.4697,6540.3296,6542.2715,7890.852546809087,6514.8784
86533,6521.74,7047.2456,6782.867,6813.064,7895.890041121104,6796.4316
86534,6802.18,7285.8076,7141.404,7127.091,7895.890041121104,7125.0356
86535,7082.23,7555.3394,7531.568,7604.7363,7938.507442566781,7466.302
86536,7389.64,7814.551,7847.331,7894.498,8079.484064837841,7832.6235
86537,7530.16,8090.0005,8112.373,8130.2783,8247.255248319487,8138.814
86538,7657.37,8211.486,8237.825,8351.867,8390.114901858638,8306.224
86539,7683.65,8298.014,8323.859,8406.53,8566.321603305783,8443.57
86540,7672.93,8311.636,8350.273,8524.386,8601.468334114632,8509.934
86541,7608.41,8325.558,8381.372,8545.006,8644.586273767796,8530.158
86542,7638.66,8333.243,8382.448,8483.051,8658.870212052558,8480.179
86543,7649.64,8347.487,8380.356,8520.887,8713.390843044539,8452.401
86544,7578.5,8285.1875,8314.122,8493.819,8575.86405159393,8444.475
86545,7546.46,8234.763,8273.923,8476.26,8621.997313652457,8473.075
86546,7561.52,8151.076,8206.05,8477.794,8606.551599818582,8454.14
86547,7648.72,8124.589,8188.602,8445.353,8621.997313652457,8434.36
86548,7789.5,8072.3794,8157.1606,8473.468,8637.302392308886,8416.983
86549,7900.1,8065.0337,8151.0034,8580.161,8628.852560350484,8406.132
86550,7949.53,8083.576,8157.6377,8647.633,8684.866945606062,8433.318
86551,8028.38,8089.4004,8136.889,8656.889,8757.392846714196,8436.304
86552,8018.38,8102.3394,8120.3076,8653.857,8782.888741616529,8451.459
86553,8090.36,8157.1646,8140.9355,8706.104,8782.888741616529,8518.088
86554,8042.96,8361.875,8247.034,8785.688,8773.078775454878,8582.2705
86555,8075.99,8501.096,8353.127,8907.351,8776.746412976769,8625.325
86556,7997.56,8576.9375,8432.418,8876.425,8811.40726150814,8742.066
86557,7960.86,8505.132,8415.491,8829.899,8784.364496115568,8622.907
86558,7920.99,8328.182,8362.537,8797.88,8773.184673163789,8518.989
