Date,Actual,Basic_nn,Complex_nn,xgb,rf,Baseline
86559,7809.85,8217.484,8359.027,8692.911,8710.502986236976,8469.761
86560,7669.21,8211.66,8359.15,8506.225,8778.221078857365,8405.5
86561,7457.21,8062.435,8246.018,8317.3125,8800.614926943932,8278.892
86562,7371.42,7880.9863,8057.4053,8093.8984,8674.551611832512,8102.555
86563,7301.89,7804.0693,7916.439,7903.1396,8619.493187024658,7961.9204
86564,7288.960000000001,7658.759,7720.5664,7902.0176,8512.268107459007,7706.5864
86565,7122.84,7641.95,7592.4155,7634.5024,8258.97974110439,7612.947
86566,6899.06,7504.1895,7419.735,7472.9243,8131.434308252693,7447.344
86567,6749.25,7340.693,7248.59,7304.2837,8051.687787866195,7284.7847
86568,6603.01,7208.115,7057.424,7121.5713,7950.877418189177,7050.4106
86569,6480.459999999999,7168.118,6953.6274,6959.7305,7934.506988244345,7022.5645
86570,6248.12,7025.427,6854.7217,6766.55,7912.846488793177,6550.282
86571,6069.5,6912.1836,6723.2275,6524.771,7905.266606272324,6414.161
86572,5934.84,6728.218,6586.0435,6340.1445,7905.266606272324,6288.0557
86573,5882.1,6605.0415,6512.8413,6238.7046,7902.455684701888,5996.199
86574,5866.820000000001,6579.27,6457.6514,6196.4653,7902.455684701888,6171.1465
86575,5855.07,6549.7627,6477.93,6233.158,7902.455684701888,6377.605
86576,5927.77,6699.9805,6555.3467,6360.764,7902.455684701888,6369.9556
86577,5962.73,7398.123,6837.804,6532.9316,7907.9867391694015,7057.3857
86578,6096.7,7530.25,6981.3193,6969.1226,7907.9867391694015,7167.7886
86579,6253.63,7858.576,7333.3955,7459.569,7907.9867391694015,7513.058
86580,6417.44,8279.358,7705.368,7644.3193,7907.9867391694015,7926.6416
86581,6701.19,8698.134,7930.8574,8073.384,7978.065325755165,8312.748
86582,7017.259999999999,9110.512,8196.562,8581.062,8140.039071735363,8688.1875
86583,7311.35,9331.164,8448.323,8794.643,8411.706388264873,8909.73
86584,7569.39,9459.154,8639.259,9038.315,8613.078251024348,9095.396
86585,7754.21,9580.053,8847.938,9169.056,8673.316953542659,9262.505
86586,7900.33,9593.942,8965.611,9295.436,8772.758001888758,9359.921
86587,7907.87,9658.574,9011.133,9398.921,8936.980081772685,9436.223
86588,7846.0,9664.367,8985.575,9321.041,9023.79890678792,9473.195
86589,7829.56,9652.221,8966.715,9354.643,9029.469345273155,9525.596
86590,7804.67,9670.841,8994.394,9327.455,9097.529990809137,9621.634
86591,7741.29,9630.057,8998.111,9369.189,9106.02105111042,9645.381
86592,7668.17,9574.477,8972.532,9354.024,9132.474332004793,9587.053
86593,7590.26,9512.917,8891.281,9358.835,9132.474332004793,9523.126
86594,7534.48,9474.51,8832.866,9359.439,9132.474332004793,9525.73
86595,7509.82,9421.431,8786.209,9340.151,9132.474332004793,9528.936
86596,7436.34,9369.216,8754.634,9371.215,9125.603750975952,9476.569
86597,7416.59,9359.946,8737.243,9370.129,9118.724081313265,9419.648
86598,7392.23,9411.835,8766.899,9341.902,9118.724081313265,9401.585
86599,7449.389999999999,9472.789,8789.383,9395.463,9118.724081313265,9419.832
86600,7494.35,9518.188,8787.748,9369.563,9132.474332004793,9447.652
86601,7652.02,9485.893,8714.203,9411.091,9132.474332004793,9433.046
86602,7580.76,9468.669,8680.422,9362.165,9122.664365843142,9440.96
86603,7564.26,9370.697,8569.492,9276.533,9122.823933744883,9403.753
86604,7527.94,9297.707,8433.73,9181.959,9123.969171543107,9412.38
86605,7448.47,9125.278,8379.726,9061.226,9105.258214719952,9269.695
86606,7465.46,8935.573,8385.804,8902.243,9105.258214719952,9097.295
86607,7488.76,8915.505,8556.326,8849.832,9102.83602310469,8952.678
86608,7396.71,8983.105,8673.836,8634.258,9092.034087956024,8903.9
86609,7278.71,8837.885,8505.709,8322.896,9040.326679549966,8744.864
86610,7350.37,8611.971,8235.146,8353.223,8956.29681604567,8465.214
86611,7314.45,8510.481,8075.567,8203.173,8784.47042558384,8293.339
86612,7349.17,8347.72,7850.4062,8121.513,8651.361660180057,8123.1797
86613,7238.12,8310.905,7691.044,8029.1655,8568.61618868362,8099.462
86614,7098.43,8158.757,7506.753,7932.222,8491.132014766068,7980.957
86615,7011.0,7952.19,7310.9155,7733.2393,8407.020908557673,7837.4204
86616,6872.28,7737.1714,7390.509,7696.2705,8155.223662134441,7512.4917
86617,6677.98,7605.327,7319.8223,7406.844,7955.919174120083,7351.585
86618,6424.16,7431.2666,7139.5684,7180.518,7912.846488793177,7118.395
86619,6154.94,7204.1924,6883.5405,6895.367,7905.266606272324,6771.6743
86620,5916.06,6951.943,6680.5103,6677.9375,7905.266606272324,6493.891
86621,5807.98,6835.84,6564.008,6479.52,7902.455684701888,6336.2754
86622,5752.8,6736.3833,6509.48,6516.662,7902.455684701888,6260.377
86623,5739.23,6737.9873,6530.508,6518.8184,7902.455684701888,6359.4727
86624,5791.86,6833.3774,6635.908,6590.9067,7902.455684701888,6522.608
86625,5824.880000000001,7273.8823,6967.5015,6741.3433,7907.9867391694015,7115.4688
86626,5954.07,7472.6133,7167.0396,7211.756,7907.9867391694015,7331.4478
86627,6095.31,7966.3813,7638.7227,7653.168,7916.590041230596,7779.5957
86628,6233.37,8533.0,8013.7964,7960.9937,7954.073501572496,8249.635
86629,6496.88,9019.311,8174.077,8472.629,8072.493100557422,8686.201
86630,6817.71,9466.508,8395.134,8774.399,8341.467675167283,9088.99
86631,7075.38,9581.758,8609.683,9029.664,8561.947574828217,9323.219
86632,7336.18,9562.572,8811.246,9150.416,8748.084926268299,9459.324
86633,7497.28,9621.464,9087.788,9230.576,8933.132995493486,9546.396
86634,7660.14,9617.944,9251.57,9296.529,9056.892806135982,9551.652
86635,7671.25,9672.328,9346.537,9461.552,9283.052935850164,9600.259
86636,7654.08,9653.753,9348.148,9528.772,9329.236710051791,9698.115
86637,7637.34,9628.298,9325.985,9477.96,9446.263041397797,9750.481
86638,7642.43,9538.15,9269.678,9465.167,9429.26540793354,9703.974
86639,7609.5,9531.739,9343.327,9477.14,9445.423002641432,9758.968
86640,7566.53,9490.665,9279.906,9486.622,9425.28173676003,9755.934
86641,7550.0,9483.237,9272.872,9489.576,9440.53826184994,9782.688
86642,7507.3,9446.821,9222.425,9525.884,9450.967648054646,9794.216
86643,7489.64,9459.675,9196.07,9584.201,9459.382909605323,9733.561
86644,7497.5,9398.771,9135.114,9525.758,9490.331424042604,9724.26
86645,7494.87,9333.618,9048.988,9579.156,9490.331424042604,9656.822
86646,7465.48,9277.361,9031.082,9569.158,9490.331424042604,9595.956
86647,7528.88,9237.406,8992.676,9544.697,9477.884445555152,9559.205
86648,7572.91,9234.322,8972.048,9606.9795,9490.542320624803,9530.109
86649,7692.02,9231.503,8920.545,9548.938,9490.542320624803,9524.73
86650,7677.02,9263.608,8891.162,9509.865,9456.007793875096,9496.619
86651,7660.48,9207.132,8803.107,9480.153,9482.9334668434,9418.899
86652,7547.3,9167.976,8726.74,9448.66,9346.022241303132,9478.074
86653,7516.93,8988.375,8629.5,9277.504,9265.379730954855,9374.891
86654,7528.04,8844.831,8592.345,9156.317,9169.044191349043,9236.071
86655,7566.97,8822.001,8655.634,9030.245,9207.931994927923,9112.376
86656,7521.69,8882.668,8717.488,8870.591,9196.635406403151,9032.576
86657,7386.430000000001,8693.123,8533.945,8589.784,9074.000937211262,8830.186
86658,7430.09,8482.566,8303.404,8563.18,8968.35206945387,8546.589
86659,7363.26,8466.665,8209.587,8353.009,8781.417638511113,8399.922
86660,7424.34,8309.702,8017.709,8346.922,8706.618494095928,8131.852
86661,7319.52,8314.046,7908.1753,8219.721,8565.563401610894,8072.1504
86662,7218.79,8203.014,7751.9673,8077.72,8472.82270260343,7899.44
86663,7089.71,7995.7793,7567.733,7949.966,8380.765190602118,7794.4517
86664,6951.23,7757.588,7522.1245,7751.4214,8155.756147087927,7451.234
86665,6785.66,7616.412,7393.105,7495.9927,7955.919174120083,7248.9204
86666,6503.35,7388.25,7170.8506,7247.7085,7912.846488793177,7014.728
86667,6239.24,7142.546,6919.7974,6930.908,7905.266606272324,6594.4805
86668,6053.69,6883.08,6711.7983,6706.6157,7905.266606272324,6288.291
86669,5943.77,6765.804,6600.097,6542.3765,7902.455684701888,6199.249
86670,5913.12,6680.307,6548.564,6415.2793,7902.455684701888,6089.14
86671,5933.59,6684.0254,6552.22,6469.259,7902.455684701888,6298.2534
86672,6052.69,6753.9365,6629.6553,6519.1206,7902.455684701888,6617.7627
86673,6148.39,7115.428,6860.6294,6762.171,7907.9867391694015,7120.2446
86674,6382.22,7261.553,7042.15,7140.698,7901.844410529642,7255.637
86675,6625.29,7666.6714,7464.9326,7570.118,7895.890041121104,7584.27
86676,6892.149999999999,8183.972,7930.5063,7979.8555,7884.710218169327,8068.326
86677,7229.43,8645.085,8226.871,8230.749,8049.216579557347,8550.18
86678,7578.59,9079.226,8509.704,8504.643,8230.385331307345,8885.036
86679,7890.6,9219.087,8723.716,8726.696,8526.943848456785,9173.92
86680,8237.79,9323.297,8924.2705,9146.161,8768.11516571861,9393.954
86681,8397.46,9418.717,9140.882,9270.859,8999.793788767978,9546.282
86682,8481.42,9396.971,9303.532,9375.857,9173.832429130129,9566.757
86683,8482.94,9484.167,9399.963,9469.447,9298.094056363449,9564.261
86684,8505.05,9563.759,9449.72,9497.782,9338.389965566776,9667.312
86685,8533.51,9567.5625,9460.172,9513.73,9463.427292350769,9732.217
86686,8550.9,9571.571,9503.451,9522.477,9513.704320876051,9769.715
86687,8569.37,9556.763,9552.511,9555.043,9549.123322856958,9827.987
86688,8612.92,9567.196,9543.431,9577.034,9566.766173168382,9828.068
86689,8636.83,9596.179,9541.637,9540.901,9548.64866207171,9819.713
86690,8627.98,9633.196,9570.608,9562.541,9559.118501859872,9841.867
86691,8670.67,9684.853,9597.618,9611.24,9559.118501859872,9849.567
86692,8762.38,9686.274,9586.847,9663.537,9566.766173168382,9844.699
86693,8845.01,9652.391,9566.965,9711.129,9566.766173168382,9834.991
86694,8624.53,9655.158,9572.397,9746.849,9566.766173168382,9811.693
86695,8690.72,9650.44,9546.832,9744.234,9559.118501859872,9753.797
86696,8831.45,9648.364,9504.468,9709.185,9568.630533643993,9716.82
86697,9056.48,9576.905,9416.3125,9616.388,9601.559503447472,9658.196
86698,8833.86,9530.691,9345.682,9508.239,9567.615553596585,9636.4375
86699,8720.14,9395.09,9201.777,9499.391,9506.420132123723,9572.755
86700,8523.91,9350.525,9069.946,9363.676,9493.76225705407,9570.124
86701,8393.19,9169.469,8914.617,9311.787,9493.76225705407,9456.906
86702,8365.29,8962.649,8800.35,9233.281,9493.76225705407,9255.246
86703,8449.5,8886.98,8798.959,9140.507,9371.27916035122,9081.284
86704,8286.6,8941.02,8854.254,8865.719,9387.547738694491,9054.558
86705,8034.34,8772.107,8719.28,8618.444,9315.068391247714,8861.695
86706,8079.88,8478.42,8486.836,8525.81,9314.831390047302,8542.921
86707,7910.98,8393.211,8366.963,8357.848,9186.544738955758,8360.837
86708,7913.39,8199.722,8154.928,8398.185,9006.765740173938,8109.5728
86709,7783.12,8133.63,8010.6406,8267.655,8911.012249719315,8053.4497
86710,7584.31,7989.4434,7840.011,8173.5356,8555.286492054627,7824.08
86711,7419.3,7783.82,7643.528,8029.398,8381.515291489337,7653.766
86712,7227.76,7561.6865,7488.2847,7779.0107,8106.084112658619,7360.794
86713,7017.83,7431.7505,7345.455,7573.719,7955.919174120083,7122.0317
86714,6765.24,7241.3687,7161.393,7221.8115,7912.846488793177,6870.6606
86715,6476.46,7015.439,6929.896,6907.75,7905.266606272324,6450.465
86716,6277.7,6789.1196,6742.5693,6668.445,7905.266606272324,6197.5063
86717,6137.21,6691.24,6621.875,6545.577,7902.455684701888,6144.3403
86718,6132.149999999999,6603.1445,6551.197,6518.4297,7902.455684701888,6078.2324
86719,6138.780000000001,6590.3984,6537.0376,6504.8804,7890.358986653591,6356.7065
86720,6263.38,6654.4062,6610.7324,6576.8794,7890.358986653591,6498.4556
86721,6288.74,7002.2783,6878.6123,6871.6567,7884.710218169327,7002.34
86722,6556.770000000001,7167.563,7089.098,7313.9824,7884.710218169327,7176.4707
86723,6771.33,7584.8906,7582.1143,7702.549,7884.710218169327,7624.1445
86724,7099.24,8119.925,8115.6006,8127.1914,7884.710218169327,8163.785
86725,7470.71,8603.95,8463.098,8508.551,8070.949944870324,8589.631
86726,7824.65,9041.657,8747.085,8678.119,8362.59094618117,8950.62
86727,8197.2,9231.246,8967.3125,8888.03,8489.53150435232,9204.372
86728,8559.68,9298.489,9125.549,9086.221,8821.476098615281,9396.41
86729,8755.74,9410.065,9317.8545,9290.262,8926.454318830345,9519.034
86730,8926.82,9376.526,9415.778,9456.473,9155.675103652671,9522.991
86731,9068.72,9452.358,9506.247,9527.603,9238.43826152659,9587.054
86732,9109.51,9535.706,9547.908,9522.445,9348.835481648988,9712.718
86733,9209.37,9543.664,9549.929,9511.486,9395.700655910492,9776.197
86734,9297.59,9510.779,9545.887,9530.167,9442.88156917239,9769.924
86735,9366.93,9495.36,9565.971,9566.772,9495.934198339752,9779.108
86736,9471.33,9507.754,9561.627,9682.33,9503.107208863015,9802.415
86737,9513.32,9502.202,9553.643,9625.848,9503.107208863015,9805.833
86738,9540.8,9429.737,9525.587,9606.593,9503.107208863015,9789.821
86739,9611.0,9351.412,9480.283,9580.581,9524.552566204373,9724.816
86740,9666.86,9300.178,9453.497,9580.741,9596.7877411297,9663.146
86741,9696.81,9241.874,9423.03,9606.924,9596.7877411297,9622.916
86742,9737.89,9187.305,9370.423,9644.308,9609.445616199351,9558.905
86743,9802.9,9158.349,9333.434,9697.481,9609.445616199351,9516.785
86744,9795.62,9212.808,9331.445,9697.972,9609.445616199351,9511.54
86745,9799.58,9240.617,9310.696,9683.112,9609.445616199351,9506.464
86746,9648.43,9302.904,9292.866,9633.516,9607.283321346213,9566.019
86747,9543.53,9200.438,9157.802,9609.271,9548.121306372224,9557.922
86748,9278.75,9169.889,9051.319,9643.457,9469.74380280714,9548.903
86749,9147.95,8996.876,8917.186,9636.437,9448.981332781255,9391.5625
86750,9120.15,8841.718,8842.665,9387.782,9388.590872974844,9280.986
86751,9165.36,8798.506,8837.534,9346.835,9363.019740420448,9142.005
86752,8973.219999999998,8855.996,8869.926,9097.584,9322.63006522384,9027.793
86753,8629.31,8676.825,8728.474,8855.3545,9295.86436706163,8827.339
86754,8619.51,8399.606,8502.853,8688.619,9205.302286695443,8549.722
86755,8397.69,8308.285,8378.105,8481.277,8856.645642094665,8401.349
86756,8324.83,8139.124,8171.4033,8402.3955,8660.610604515783,8112.096
86757,8094.35,8148.123,8055.53,8247.784,8548.429209250578,8012.387
86758,7859.68,8037.0425,7905.0923,8151.0254,8476.518731454798,7822.066
86759,7628.57,7837.9966,7716.542,8000.5166,8374.810821193581,7704.7256
86760,7384.33,7608.4307,7554.053,7848.6455,8166.861822201772,7386.9023
86761,7161.66,7439.38,7371.3535,7713.338,7967.024849233926,7186.9146
86762,6842.790000000001,7234.063,7164.5586,7372.839,7912.846488793177,6915.464
86763,6594.82,7017.2314,6941.3237,7131.19,7905.266606272324,6499.206
86764,6407.01,6782.937,6738.7354,6769.0312,7905.266606272324,6208.461
86765,6317.23,6674.8574,6608.1475,6572.6177,7902.455684701888,6083.5894
86766,6287.11,6565.24,6509.8403,6454.196,7902.455684701888,6014.454
86767,6295.38,6536.8975,6475.697,6428.7817,7902.455684701888,6165.549
86768,6388.81,6604.9917,6551.64,6498.789,7902.455684701888,6363.383
86769,6471.39,6994.73,6875.7466,6670.6006,7907.9867391694015,6926.848
86770,6735.13,7190.021,7113.4873,6888.7637,7907.9867391694015,7148.575
86771,6966.03,7551.036,7520.312,7315.6743,7907.9867391694015,7580.236
86772,7290.56,8019.4688,7936.9653,7832.549,7907.9867391694015,8007.747
86773,7657.11,8440.429,8243.021,8117.2705,7987.109435315228,8432.912
86774,8071.32,8850.114,8525.9375,8382.551,8329.269160112231,8803.922
86775,8310.48,8947.46,8705.742,8673.264,8512.808025352395,8988.315
86776,8776.38,8997.289,8880.651,8949.38,8677.137281666051,9134.531
86777,9111.1,9242.971,9179.24,9208.036,8885.258291277376,9296.773
86778,9348.81,9338.171,9340.013,9315.651,9098.79306192672,9378.162
86779,9540.17,9399.231,9394.191,9502.444,9135.564492014228,9430.635
86780,9718.88,9381.484,9383.124,9483.455,9310.869547573646,9490.709
86781,9865.339999999998,9331.774,9364.962,9513.549,9401.524878448216,9531.16
86782,9982.93,9313.895,9375.64,9511.744,9468.669711801256,9551.734
86783,10115.58,9264.192,9374.309,9480.618,9512.536295939131,9562.96
86784,10258.53,9218.92,9337.742,9428.454,9539.41351677811,9543.012
86785,10355.9,9251.944,9350.957,9458.06,9515.784689958624,9568.163
86786,10480.01,9317.351,9383.303,9371.368,9516.00157321908,9612.487
86787,10570.29,9395.3545,9414.655,9403.152,9467.766127738045,9632.335
86788,10656.38,9411.87,9426.997,9427.183,9518.001428350542,9629.427
86789,10719.21,9441.671,9439.283,9386.723,9495.182145877036,9631.162
86790,10809.53,9499.265,9454.732,9308.013,9422.946970951709,9619.735
86791,10863.9,9541.491,9469.8125,9306.071,9414.35548339077,9605.251
86792,10751.29,9544.415,9458.123,9369.558,9415.917671648112,9605.998
86793,10599.93,9437.875,9352.349,9445.186,9423.901308027753,9536.34
86794,10123.170000000002,9332.642,9225.828,9436.64,9502.601551778833,9468.613
86795,9765.85,9091.986,9002.388,9493.407,9485.599532439515,9316.229
86796,9412.64,8927.459,8842.101,9471.488,9409.911394494216,9254.316
86797,9046.0,8733.934,8710.675,9332.383,9216.255674068228,9107.036
86798,8831.98,8590.558,8626.093,9242.151,9122.33234993168,8947.93
86799,8824.88,8562.21,8621.526,9091.057,9031.068788655846,8826.05
86800,8580.86,8595.279,8631.621,8880.488,9111.491940962254,8749.044
86801,8419.29,8418.632,8475.072,8660.537,9017.777895188976,8551.206
86802,8557.6,8197.487,8273.298,8631.727,8936.569908516429,8305.864
86803,8449.54,8170.0854,8183.501,8355.722,8802.407569726445,8177.1543
86804,8508.16,8066.2017,8053.225,8375.62,8636.440675935586,7967.263
86805,8413.14,8113.789,7988.5957,8285.022,8547.893007440827,7948.13
86806,8173.79,7991.176,7853.603,8181.6035,8493.383037556476,7842.1626
86807,8063.359999999999,7741.216,7678.4204,8003.6436,8351.653491125857,7717.56
